0.089937458,0.000383023,0.05,3.1,148,26.62705391
0.089937458,0.000383023,0.15,3.1,86.9,15.76102789
0.089937458,0.000383023,0.29,3.1,49.2,7.877182237
0.089937458,0.000383023,0.58,3.1,10.7,1.42126704
0.089978573,0.000839796,0.05,6.8,75.6,12.76636205
0.089978573,0.000839796,0.15,6.8,39.6,5.456189146
0.089978573,0.000839796,0.29,6.8,23.9,3.189043744
0.089978573,0.000839796,0.58,6.8,6.5,0.848528137
0.090080807,0.001973747,0.05,16,28,4.404543109
0.090080807,0.001973747,0.15,16,15.6,2.828427125
0.090080807,0.001973747,0.29,16,9.4,1.720465053
0.090080807,0.001973747,0.58,16,1.8,0.282842712
0.01957107,0.003860985,0.05,6.8,16.41,5.388450612
0.046918429,0.001610532,0.05,6.8,15.76,3.674139355
0.080255315,0.00094154,0.05,6.8,20.71,4.887954582
0.122482037,0.000616936,0.05,6.8,32.42,6.346534487
0.187766773,0.000402433,0.05,6.8,34.53,6.47340714
0.360007351,0.000209895,0.05,6.8,43.41,9.460047569
0.01957107,0.003860985,0.2,6.8,11.22,2.667901797
0.046918429,0.001610532,0.2,6.8,10.63,1.81019336
0.080255315,0.00094154,0.2,6.8,12.47,1.888067795
0.122482037,0.000616936,0.2,6.8,16.01,4.031935019
0.187766773,0.000402433,0.2,6.8,17.52,2.46854208
0.360007351,0.000209895,0.2,6.8,26.15,5.752356039
0.01957107,0.003860985,0.6,6.8,1.598,0.322405025
0.046918429,0.001610532,0.6,6.8,1.894,0.410019512
0.080255315,0.00094154,0.6,6.8,2.62,0.469938294
0.122482037,0.000616936,0.6,6.8,2.671,0.49850677
0.187766773,0.000402433,0.6,6.8,2.933,0.55769705
0.360007351,0.000209895,0.6,6.8,4.429,0.728308314
0.01957107,0.003860985,1.45,6.8,0.00934,0.004171379
0.046918429,0.001610532,1.45,6.8,0.01082,0.003404717
0.080255315,0.00094154,1.45,6.8,0.01869,0.005529647
0.122482037,0.000616936,1.45,6.8,0.01497,0.00461296
0.187766773,0.000402433,1.45,6.8,0.02944,0.008511498
0.360007351,0.000209895,1.45,6.8,0.01666,0.006382453
