0.062527502,0.000586414,0.025,3.3,431,56.27029455
0.062527502,0.000586414,0.075,3.3,209,35.33399679
0.062527502,0.000586414,0.125,3.3,120,32.38533001
0.062527502,0.000586414,0.175,3.3,85.4,23.22844356
0.062527502,0.000586414,0.25,3.3,64.6,14.15869028
0.062527502,0.000586414,0.35,3.3,27.5,9.490550893
0.062527502,0.000586414,0.45,3.3,27.4,9.012681557
0.062564169,0.001172141,0.025,6.6,93.1,13.7166596
0.062564169,0.001172141,0.075,6.6,77.7,11.93257615
0.062564169,0.001172141,0.125,6.6,34.1,7.027705692
0.062564169,0.001172141,0.175,6.6,24.9,5.848897511
0.062564169,0.001172141,0.25,6.6,21.2,4.766845179
0.062564169,0.001172141,0.35,6.6,8.77,2.856291406
0.062564169,0.001172141,0.45,6.6,6.41,2.499852718
0.062666392,0.002801458,0.025,15.8,8.24,1.624095378
0.062666392,0.002801458,0.075,15.8,10.7,1.975577994
0.062666392,0.002801458,0.125,15.8,3.89,1.0507268
0.062666392,0.002801458,0.175,15.8,3.96,0.99410294
0.062666392,0.002801458,0.25,15.8,2.32,0.620394811
0.062666392,0.002801458,0.35,15.8,0.702,0.352205344
0.062666392,0.002801458,0.45,15.8,0.349,0.321174498
