0.062527502,0.000586414,0.025,3.3,2156,233.662404
0.062527502,0.000586414,0.075,3.3,1379,160.1417995
0.062527502,0.000586414,0.125,3.3,858,115.1160521
0.062527502,0.000586414,0.175,3.3,665,90.3361734
0.062527502,0.000586414,0.25,3.3,346,55.01897887
0.062527502,0.000586414,0.35,3.3,234,43.96912412
0.062527502,0.000586414,0.45,3.3,61.2,23.50205979
0.062564169,0.001172141,0.025,6.6,604,58.75274577
0.062564169,0.001172141,0.075,6.6,392,45.10790334
0.062564169,0.001172141,0.125,6.6,214,27.47099772
0.062564169,0.001172141,0.175,6.6,198,23.25143617
0.062564169,0.001172141,0.25,6.6,99.1,13.99776596
0.062564169,0.001172141,0.35,6.6,50,11.46003927
0.062564169,0.001172141,0.45,6.6,31.5,8.086977943
0.062618614,0.002040592,0.025,11.5,181,23.87110138
0.062618614,0.002040592,0.075,11.5,123,16.97089299
0.062618614,0.002040592,0.125,11.5,89.8,14.65862902
0.062618614,0.002040592,0.175,11.5,61.4,12.45247402
0.062618614,0.002040592,0.25,11.5,44,9.588777607
0.062618614,0.002040592,0.35,11.5,22,5.570113464
0.062618614,0.002040592,0.45,11.5,8.58,3.670963163
0.06268417,0.003084275,0.025,17.4,51.1,6.438295614
0.06268417,0.003084275,0.075,17.4,35.6,5.209381399
0.06268417,0.003084275,0.125,17.4,24.3,4.008507863
0.06268417,0.003084275,0.175,17.4,26.4,4.462070838
0.06268417,0.003084275,0.25,17.4,12.3,2.487993587
0.06268417,0.003084275,0.35,17.4,8.48,1.847965291
0.06268417,0.003084275,0.45,17.4,3.87,1.324152508
0.062857505,0.005833357,0.025,33,6.52,1.2986371
0.062857505,0.005833357,0.075,33,4.9,1.085273795
0.062857505,0.005833357,0.125,33,4.43,0.920624502
0.062857505,0.005833357,0.175,33,2.59,0.770845653
0.062857505,0.005833357,0.25,33,2.28,0.488269154
0.062857505,0.005833357,0.35,33,1.85,0.599754635
0.062857505,0.005833357,0.45,33,0.66,0.318657414
