2.4,1.5,0.05,0.05,0.2,0.15,0.18371173070873834
3.1,1.36,0.08,0.08,0.11,0.13,0.14456832294800961
3.7,2.1,0.08,0.08,0.18,0.14,0.18000000000000002
4.8,1.92,0.16,0.15,0.15,0.12,0.206155281280883
5.9,2.7,0.14,0.13,0.26,0.28,0.3020761493398643
7.5,3.65,0.31,0.27,0.41,0.38,0.49066281701388376
8.3,3.2,0.2,0.18,0.25,0.27,0.322335229225724
12.0,3.5,0.26,0.24,0.3,0.26,0.37603191353926335
12.2,3.6,0.38,0.34,0.39,0.37,0.5239274758971894
19.5,4.6,0.54,0.45,0.48,0.44,0.6775322870535396
23.1,6.52,1.27,0.98,1.23,0.96,1.5823716377640238
40.5,6.1,2.75,1.56,2.15,0.85,2.769575779790111
