(2+0j),(-569.2505060745984-69.69580875854398j),0j,(-136.55426048446745-413.5099697782196j),(142.60474173669996+822.1499624463291j),(-432.6962455901305+343.81416101967534j)
(2.305084745762712+0j),(-566.5770690619013-63.917701636896j),0j,(-123.63004428733382-367.70288966108325j),(261.3386344331409+982.3221617846959j),(-442.94702477456696+303.78518802418716j)
(2.610169491525424+0j),(-526.049667477749+11.310212004492898j),0j,(-114.99617551386372-335.06313811647624j),(365.6262729765163+1113.9688844769157j),(-411.053491963885+346.373350120969j)
(2.915254237288136+0j),(-470.62664900269436+107.63374750970414j),0j,(-108.8032414531174-310.45644665830275j),(456.9077869377685+1222.8531859896061j),(-361.823407549577+418.0901941680061j)
(3.2203389830508478+0j),(-410.26450395876566+206.9784976142421j),0j,(-104.12312954560757-291.1323876842598j),(537.1533293273326+1313.9768237293129j),(-306.1413744131584+498.1108852985022j)
(3.5254237288135597+0j),(-349.5059907626587+302.41940235000925j),0j,(-100.4432571824876-275.4811573383273j),(608.174623424788+1391.1944816094565j),(-249.0627335801716+577.9005596883375j)
(3.830508474576271+0j),(-290.44625415673926+391.4894584330689j),0j,(-97.45896998115087-262.4954373905183j),(671.4883078390976+1457.4026380120135j),(-192.9872841755882+653.9848958235865j)
(4.135593220338983+0j),(-234.0101454523189+473.5843948641297j),0j,(-94.97836437977433-251.51112696855478j),(728.3277730931228+1514.7796342528343j),(-139.03178107254442+725.0955218326844j)
(4.4406779661016955+0j),(-180.5432381092667+548.8807699245594j),0j,(-92.87472730295008-242.07166995764533j),(779.6891687824138+1564.97961499615j),(-87.66851080631643+790.952439882205j)
(4.745762711864407+0j),(-130.1003651347636+617.8631372735977j),0j,(-91.06106736259328-233.85222878780814j),(826.3786421906558+1609.2745272804168j),(-39.03929777217048+851.7153660614057j)
(5.050847457627119+0j),(-82.59213158709366+681.1124385276722j),0j,(-89.47567740700447-226.6149674529122j),(869.0523764473386+1648.655374364309j),(6.883545819910846+907.7274059805831j)
(5.3559322033898304+0j),(-37.86132812427467+739.2117251382956j),0j,(-88.07355064242368-220.18147571282495j),(908.2484485117715+1683.9042292083102j),(50.21222251814906+959.3932008511205j)
(5.661016949152542+0j),(4.276639646234222+792.7062022030852j),0j,(-86.82106578965316-214.41510969319413j),(944.4115951784046+1715.6458009601063j),(91.0977054358875+1007.1213118962811j)
(5.966101694915254+0j),(44.012361471491666+842.0887718423686j),0j,(-85.69257937661021-209.20931158821233j),(977.9123325628445+1744.3847549456484j),(129.70494084810187+1051.2980834305813j)
(6.271186440677966+0j),(81.53133194644818+887.797459804096j),0j,(-84.66817343997388-204.47966502881505j),(1009.0617260808071+1770.5330501718097j),(166.19950538642212+1092.2771248329127j)
(6.576271186440678+0j),(117.00850950652165+930.2181564580252j),0j,(-83.73212666909228-200.15835772227595j),(1038.122850823715+1794.4302140329264j),(200.740636175614+1130.376514180299j)
(6.88135593220339+0j),(150.6059895958115+969.6894765146845j),0j,(-82.8718518653047-196.19023796875652j),(1065.31973999145+1816.3585628178635j),(233.47784146111636+1165.8797144834396j)
(7.186440677966102+0j),(182.4723830961953+1006.5081952870179j),0j,(-82.07714182225223-192.52995209124163j),(1090.844422230246+1836.5547620654543j),(264.5495249184471+1199.0381473782581j)
(7.491525423728814+0j),(212.74310658643762+1040.9345422647107j),0j,(-81.33962394433601-189.13983070873996j),(1114.8624977424624+1855.2187046721438j),(294.0827305307736+1230.0743729734488j)
(7.796610169491526+0j),(241.5411344125256+1073.1970445223449j),0j,(-80.65235908950848-185.98830380814297j),(1137.5175900401568+1872.5204005892438j),(322.1934935020341+1259.1853483304878j)
(8.101694915254239+0j),(268.97795738979283+1103.4968168609064j),0j,(-80.00954193971381-183.04869571450865j),(1158.9349264804466+1888.6053760880682j),(348.9874993295074+1286.5455125754143j)
(8.40677966101695+0j),(295.15460489871094+1132.0112941674547j),0j,(-79.40627406362537-180.29829727655584j),(1179.224238814388+1903.598944058049j),(374.5608789623371+1312.3095914440125j)
(8.711864406779661+0j),(320.1626519751777+1158.897445909931j),0j,(-78.83838983585015-177.7176432293702j),(1198.4821291283267+1917.6096105919603j),(399.00104181102887+1336.6150891393036j)
(9.016949152542374+0j),(344.085170667125+1184.2945296031028j),0j,(-78.30232133623231-175.28994339840912j),(1216.7940124527306+1930.7318145569989j),(422.38749200335667+1359.5844730015133j)
(9.322033898305085+0j),(366.9976067437813+1208.3264433557251j),0j,(-77.79499237115604-173.00063063380483j),(1234.2357218082145+1943.0481474741616j),(444.79259911493847+1381.32707398953j)
(9.627118644067796+0j),(388.9685753245725+1231.1037344734043j),0j,(-77.31373451344243-170.83699829185065j),(1250.8748422641693+1954.631165097035j),(466.28230983801546+1401.9407327652543j)
(9.932203389830509+0j),(410.06057595442+1252.7253152951253j),0j,(-76.8562199749681-168.78790710948317j),(1266.77182604511+1965.5448756723727j),(486.9167959293879+1421.5132224046097j)
(10.237288135593221+0j),(430.330631345045+1273.2799308870735j),0j,(-76.42040747992591-166.84354636034377j),(1281.9809296303677+1975.8459702714704j),(506.75103882497143+1440.1234772474188j)
(10.542372881355933+0j),(449.8308557713788+1292.8474168292466j),0j,(-76.00449827501897-164.99523784346746j),(1296.5510052776478+1985.5848459119377j),(525.8353540463977+1457.842654672713j)
(10.847457627118645+0j),(468.6089597645688+1311.4997795173829j),0j,(-75.60690011403149-163.23527394605588j),(1310.5261728193018+1994.806461112287j),(544.2158598785999+1474.735053463439j)
(11.152542372881356+0j),(486.7086977623997+1329.3021263061435j),0j,(-75.2261975677123-161.55678301917038j),(1323.9463924592073+2003.5510550887907j),(561.9348953301117+1490.858909325312j)
(11.45762711864407+0j),(504.1702650555904+1346.3134684473287j),0j,(-74.86112738991713-159.95361680281297j),(1336.8479552889085+2011.854755333629j),(579.0313924455078+1506.267085250141j)
(11.76271186440678+0j),(521.0306498776151+1362.5874160763592j),0j,(-74.51055795504604-158.42025577022767j),(1349.2639050830617+2019.7500933122187j),(595.5412078326616+1521.0076718465855j)
(12.067796610169491+0j),(537.3239459287489+1378.1727813922105j),0j,(-74.17347199611757-156.9517291263835j),(1361.2244024314434+2027.2664441252791j),(611.4974179248657+1535.1245105185963j)
(12.372881355932204+0j),(553.0816300605221+1393.1141035794642j),0j,(-73.84895203595002-155.54354686144254j),(1372.757040269901+2034.4304029306136j),(626.9305820964726+1548.6576504409077j)
(12.677966101694915+0j),(568.3328093068003+1407.4521068560107j),0j,(-73.53616802909256-154.19164177638098j),(1383.8871182743528+2041.2661085144175j),(641.8689773358935+1561.6437486323957j)
(12.983050847457628+0j),(583.1044409485883+1421.224101227845j),0j,(-73.23436682894663-152.8923198013089j),(1394.6378822940592+2047.7955224936784j),(656.3388077775338+1574.1164210291506j)
(13.288135593220339+0j),(597.4215288481264+1434.4643340313423j),0j,(-72.94286316994344-151.64221724430138j),(1405.0307339579902+2054.038671108315j),(670.3643920180695+1586.106551275641j)
(13.593220338983052+0j),(611.3072988849511+1447.2042990931297j),0j,(-72.66103191379437-150.43826385970596j),(1415.0854147398056+2060.0138553399793j),(683.968330798746+1597.6425629528323j)
(13.898305084745763+0j),(624.7833559707358+1459.4730092939092j),0j,(-72.38830135554694-149.27765082495503j),(1424.82016807362+2065.7378341088597j),(697.1716573262828+1608.7506601188622j)
(14.203389830508476+0j),(637.8698248073025+1471.2972374510932j),0j,(-72.12414742230614-148.15780287517347j),(1434.2518825434886+2071.225984501027j),(709.9939722296086+1619.4550403262651j)
(14.508474576271187+0j),(650.5854762790763+1482.7017297045497j),0j,(-71.8680886271351-147.0763539739877j),(1443.3962187000961+2076.4924423278885j),(722.4535649062123+1629.778083678537j)
(14.8135593220339+0j),(662.9478411333687+1493.7093949774694j),0j,(-71.61968166451173-146.0311260035148j),(1452.2677216694963+2081.550225787017j),(734.5675227978796+1639.740520980983j)
(15.11864406779661+0j),(674.9733123947885+1504.3414735689128j),0j,(-71.37851755297687-145.020110041602j),(1460.879921395524+2086.411344555655j),(746.3518299477669+1649.3615836105178j)
(15.423728813559324+0j),(686.6772377802137+1514.617687500312j),0j,(-71.14421824627689-144.04144986400675j),(1469.2454220879627+2091.086896287165j),(757.8214560264911+1658.6591373643196j)
(15.728813559322035+0j),(698.0740032244295+1524.556374871253j),0j,(-70.91643364706826-143.0934273663765j),(1477.3759822226705+2095.5871521810222j),(768.9904368714965+1667.6498022376306j)
(16.033898305084747+0j),(709.17710849076+1534.1746101688361j),0j,(-70.69483896774311-142.17444964808126j),(1485.2825862499947+2099.9216330481113j),(779.8719474585047+1676.349059816915j)
(16.33898305084746+0j),(719.9992357230088+1543.4883122111007j),0j,(-70.47913239155717-141.28303753904083j),(1492.975509007812+2104.0991770847672j),(790.4783681145674+1684.771349750139j)
(16.64406779661017+0j),(730.5523116922534+1552.5123411801262j),0j,(-70.26903299438808-140.41781538323607j),(1500.4643736999133+2108.1280003949664j),(800.8213446866444+1692.930156563358j)
(16.949152542372882+0j),(740.8475644028414+1561.260586008835j),0j,(-70.06427889338073-139.57750191972752j),(1507.7582041856226+2112.0157511531347j),(810.9118432962222+1700.838087928563j)
(17.25423728813559+0j),(750.8955746438132+1569.746043221479j),0j,(-69.86462559368472-138.76090212480503j),(1514.8654722284573+2115.7695581766648j),(820.760200237498+1708.506945346284j)
(17.559322033898304+0j),(760.7063230041887+1577.9808881871427j),0j,(-69.66984450862853-137.96689989802744j),(1521.794140268218+2119.3960745721774j),(830.3761675128162+1715.947788085168j)
