(2+0j),(-20962.442895465825-5395.048523508368j),0j,(-1666.4807289072355-4261.882147067161j),(16316.267614741078+36798.981358452205j),(-19295.962166558602-1133.166376441197j)
(2.163265306122449+0j),(-20903.99448433665-3583.953922463017j),0j,(-1704.4273750633545-4311.015243685844j),(16985.661690798+37674.342402713795j),(-19199.567109273325+727.0613212228213j)
(2.326530612244898+0j),(-20833.10240014892-1780.49149431046j),0j,(-1743.7243112529761-4361.192865848885j),(17675.9948162571+38560.34282382733j),(-19089.378088895966+2580.701371538421j)
(2.489795918367347+0j),(-20749.234658087702+5.149284223689489j),0j,(-1784.1445310539862-4412.100462381442j),(18383.217497265035+39451.50612370443j),(-18965.090127033684+4417.249746605127j)
(2.6530612244897958+0j),(-20652.083367349565+1765.111637583193j),0j,(-1825.477778268782-4463.460944804605j),(19103.6379545912+40343.19000018485j),(-18826.605589080835+6228.572582387785j)
(2.816326530612245+0j),(-20541.549102494304+3493.5137905932793j),0j,(-1867.5315317589773-4515.033225725282j),(19833.926608673322+41231.513178530695j),(-18674.01757073533+8008.5470163185655j)
(2.979591836734694+0j),(-20417.718478428247+5186.11085945811j),0j,(-1910.1313168229674-4566.609969855707j),(20571.109729304448+42113.27487954906j),(-18507.587161605312+9752.720829313808j)
(3.142857142857143+0j),(-20280.83793077343+6839.989934868484j),0j,(-1953.1204817479208-4618.01486641189j),(21312.555094785785+42985.87302482617j),(-18327.717449025546+11458.004801280364j)
(3.3061224489795915+0j),(-20131.28616220429+8453.304323554297j),0j,(-1996.3595717700082-4669.099665503486j),(22055.952143920033+43847.22527530583j),(-18134.92659043425+13122.403989057793j)
(3.4693877551020407+0j),(-19969.54710346141+10025.047835582707j),0j,(-2039.7254185527654-4719.7411597295595j),(22799.288688204615+44695.69543119025j),(-17929.821684908566+14744.788995312287j)
(3.63265306122449+0j),(-19796.18465589005+11554.866926835042j),0j,(-2083.110045330175-4769.838239216907j),(23540.825833527088+45530.02655868708j),(-17713.074610559896+16324.705166051923j)
(3.7959183673469385+0j),(-19611.81998529761+13042.906873951899j),0j,(-2126.419468919991-4819.309105087519j),(24279.072373933992+46349.28138962574j),(-17485.400516377584+17862.215979039436j)
(3.9591836734693877+0j),(-19417.11174540991+14489.687499566187j),0j,(-2169.572461779587-4868.088692629145j),(25012.759582704442+47152.78999200638j),(-17247.53928363034+19357.776192195324j)
(4.122448979591836+0j),(-19212.739322172045+15896.003913958435j),0j,(-2212.499321226668-4916.126330249351j),(25740.81704483374+47940.104366003325j),(-17000.240000945334+20812.130244207765j)
