0.1308996938995747,5e-05,0.0008,0.0004987381528122014
0.3926990816987241,0.002,0.0009,0.001439378621299338
0.6544984694978736,0.00121,0.00094,0.002222992788970114
0.9162978572970232,0.00251,0.00093,0.002783325684317875
1.1780972450961724,0.00524,0.00093,0.0030940390851666366
1.439896632895322,0.00447,0.00088,0.0031619536467717897
1.7016960206944716,0.00504,0.00087,0.0030147743450208556
1.9634954084936207,0.00366,0.00083,0.002689656800977847
2.2252947962927703,0.00255,0.0008,0.0022254399560689224
2.48709418409192,0.00211,0.00074,0.0016586183363502005
2.748893571891069,0.0018,0.00069,0.001022015504015467
3.0106929596902186,0.00032,0.00057,0.0003450667414412694
3.272492347489368,-0.00159,0.00108,-0.00034506674144126997
3.5342917352885173,-0.00077,0.00088,-0.0010220155040154663
3.7960911230876673,-0.00098,0.00082,-0.0016586183363502026
4.057890510886816,-0.00546,0.00086,-0.002225439956068922
4.319689898685965,-0.00248,0.00086,-0.0026896568009778456
4.581489286485115,-0.00417,0.00094,-0.0030147743450208556
4.843288674284264,-0.00337,0.00099,-0.00316195364677179
5.105088062083414,-0.00476,0.00101,-0.003094039085166636
5.366887449882563,-0.00303,0.00104,-0.002783325684317874
5.6286868376817125,-0.00333,0.00112,-0.002222992788970115
5.890486225480862,0.00069,0.00112,-0.001439378621299341
6.152285613280012,0.00406,0.00149,-0.0004987381528122018
