(12.677966101694915+0j),(206.51051589688586+431.9431453841737j),0j,(-24.332799753603194-46.59588675915268j),(416.48312955593724+551.2790460808352j),(230.8433156504891+478.5390321433268j)
(12.983050847457628+0j),(210.66608658866363+434.71341876999406j),0j,(-24.196090741386257-46.157709899922246j),(419.1204756090221+552.2052941222205j),(234.8621773300495+480.87112866991646j)
(13.288135593220339+0j),(214.6811933128423+437.3642628352399j),0j,(-24.06421548901944-45.73641272111891j),(421.6624649419834+553.07930086516j),(238.7454088018613+483.1006755563591j)
(13.593220338983052+0j),(218.56354593739087+439.90315884669036j),0j,(-23.936880718301627-45.330934842559785j),(424.1146372921594+553.9047397087289j),(242.5004266556929+485.23409368924996j)
(13.898305084745763+0j),(222.32027931789767+442.3369757384184j),0j,(-23.813817870950178-44.940306450526826j),(426.4820946900068+554.6849564745138j),(246.1340971888481+487.2772821889458j)
(14.203389830508476+0j),(225.95800675097706+444.67203135740635j),0j,(-23.694780475816714-44.563638634726466j),(428.7695447660265+555.423004833815j),(249.65278722679378+489.23566999213386j)
(14.508474576271187+0j),(229.48286754542323+446.91414654147536j),0j,(-23.579541851755618-44.20011495118977j),(430.98133894970846+556.1216772494386j),(253.06240939717952+491.114261492664j)
(14.8135593220339+0j),(232.90056945107895+449.06869298149184j),0j,(-23.46789309668015-43.84898403206104j),(433.1215062557041+556.7835320798331j),(256.36846254775907+492.91767701355275j)
(15.11864406779661+0j),(236.21642658171342+451.14063567965144j),0j,(-23.35964132156342-43.50955309264532j),(435.1937832456791+557.4109173885956j),(259.576067903277+494.65018877229596j)
(15.423728813559324+0j),(239.435393380364+453.13457069784823j),0j,(-23.25460809485255-43.181182210165254j),(437.20164066586307+558.005991916551j),(262.69000147521666+496.31575290801413j)
(15.728813559322035+0j),(242.5620951009932+455.05475879107786j),0j,(-23.152628068261464-42.86327926846352j),(439.1483071864891+558.570743602466j),(265.71472316925497+497.91803805954163j)
(16.033898305084747+0j),(245.60085521684914+456.90515543710393j),0j,(-23.05354775943518-42.55529547922295j),(441.03679060765324+559.1070059796934j),(268.6544029762843+499.4604509163268j)
(16.33898305084746+0j),(248.55572011176332+458.6894377028766j),0j,(-22.95722447072385-42.256721403817195j),(442.8698968443135+559.6164727270917j),(271.5129445824869+500.94615910669353j)
(16.64406779661017+0j),(251.43048136429468+460.4110283280812j),0j,(-22.863525326412468-41.96708341116903j),(444.6502469595589+560.1007106116789j),(274.29400669070714+502.378111739249j)
(16.949152542372882+0j),(254.22869589499024+462.07311735514946j),0j,(-22.772326413342935-41.685940516408685j),(446.3802924783798+560.5611710262425j),(277.00102230833323+503.7590578715587j)
(17.25423728813559+0j),(256.9537042128944+463.6786815915119j),0j,(-22.68351201203692-41.4128815530179j),(448.06232918295717+560.9992002963257j),(279.63721622493154+505.09156314452895j)
(17.559322033898304+0j),(259.6086469681252+465.2305021525865j),0j,(-22.59697390724552-41.147522637778756j),(449.69850956386654+561.4160489067418j),(282.2056208753706+506.3780247903647j)
(17.864406779661017+0j),(262.196479992008+466.73118030222133j),0j,(-22.51261076839035-40.889504893460675j),(451.2908540789629+561.8128797771894j),(284.7090907603986+507.62068519568186j)
(18.16949152542373+0j),(264.7199879843415+468.18315177977973j),0j,(-22.430327591657083-40.63849239891968j),(452.841261352279+562.1907756991337j),(287.1503155759992+508.82164417869916j)
(18.474576271186443+0j),(267.18179698841413+469.58869977959046j),0j,(-22.350035196604704-40.39417034032079j),(454.3515174286613+562.5507460312225j),(289.5318321850187+509.9828701199109j)
(18.779661016949152+0j),(269.58438577789576+470.9499667280878j),0j,(-22.271649771091127-40.156243340631775j),(455.8233041855506+562.8937327379085j),(291.8560355489863+511.1062100687203j)
(19.084745762711865+0j),(271.9300962653938+472.26896498639496j),0j,(-22.19509245911599-39.924433947473815j),(457.2582069909617+563.2206158450072j),(294.1251887245098+512.1933989338689j)
(19.389830508474578+0j),(274.2211430299502+473.5475865908649j),0j,(-22.120288986867326-39.69848126193206j),(458.657721686063+563.5322183767016j),(296.3414320168171+513.2460678527972j)
(19.69491525423729+0j),(276.4596220498364+474.7876121308802j),0j,(-22.047169322844983-39.47813969309302j),(460.02326096151813+563.8293108304184j),(298.50679137268185+514.2657518239738j)
(20+0j),(278.6475187174331+475.9907188516487j),0j,(-21.975667368443194-39.26317782494127j),(461.3561601887014+564.1126152391629j),(300.6231860858771+515.2538966765903j)
