(2+0j),(-195.40026031402164+100.36118247814423j),0j,(-50.92750738504918-134.9521429126498j),(57.51268673723424+297.10670358068546j),(-144.4727529289724+235.3133253907938j)
(2.305084745762712+0j),(-180.71353950811627+95.11107180923364j),0j,(-45.93231966797302-119.53176499749384j),(97.65848154971748+335.25456320501246j),(-134.7812198401432+214.6428368067274j)
(2.610169491525424+0j),(-157.73457082439919+111.37415035119747j),0j,(-42.49157816946689-108.46017930964435j),(131.46677949110045+365.9392867109676j),(-115.2429926549321+219.8343296608417j)
(2.915254237288136+0j),(-132.75345148775173+134.27675624889636j),0j,(-39.958444222321354-100.07175232499395j),(160.15197371475574+390.78145993505484j),(-92.79500726543051+234.3485085738901j)
(3.2203389830508478+0j),(-108.16628227701999+158.35288326278345j),0j,(-38.00184009290808-93.46258605560203j),(184.75621055625373+411.149408263325j),(-70.16444218411192+251.81546931838562j)
(3.5254237288135597+0j),(-84.87511994443122+181.53512819871926j),0j,(-36.435214330795745-88.09825434316443j),(206.0946378691541+428.075112670317j),(-48.43990561363548+269.6333825418841j)
(3.830508474576271+0j),(-63.16785922658588+203.0917957390045j),0j,(-35.145488057351464-83.64165403227223j),(224.79209738892644+442.31975727153724j),(-28.022371169234432+286.73344977127636j)
(4.135593220338983+0j),(-43.07238121948713+222.84031891850051j),0j,(-34.06007449881704-79.86911113115235j),(241.32823411146805+454.44642081896336j),(-9.012306720670109+302.7094300496531j)
(4.4406779661016955+0j),(-24.50848564526734+240.82460607400915j),0j,(-33.130180028071614-76.62605658168509j),(256.07453929645607+464.87631733559533j),(8.621694382804353+317.4506626556942j)
(4.745762711864407+0j),(-7.355686095734008+257.17624636678664j),0j,(-32.32173978212148-73.802052106569j),(269.32205428677076+473.92889995858377j),(24.966053686387475+330.9782984733554j)
(5.050847457627119+0j),(8.516092329195562+272.053411554629j),0j,(-31.6102088323835-71.31596026620282j),(281.3015469078684+481.8498936205707j),(40.12630116157906+343.3693718208315j)
(5.3559322033898304+0j),(23.232858201930814+285.6141432766743j),0j,(-30.977423136637256-69.10674512028201j),(292.19815146926436+488.8309070642838j),(54.21028133856807+354.7208883969561j)
(5.661016949152542+0j),(36.910928908164315+298.0053174594547j),0j,(-30.409630057826323-67.127551092676j),(302.16205009704663+495.02327730709465j),(67.32055896599054+365.1328685521309j)
(5.966101694915254+0j),(49.65511921078283+309.35884348837084j),0j,(-29.896209248986228-65.34176945444439j),(311.31633924275667+500.54796224472204j),(79.55132845976895+374.70061294281527j)
(6.271186440677966+0j),(61.558712744609196+319.7911656371551j),0j,(-29.42881666192461-63.72035270662749j),(319.762886718685+505.50270345611887j),(90.98752940653381+383.51151834378277j)
(6.576271186440678+0j),(72.70422130258858+329.4041983717472j),0j,(-29.000796518755884-62.23993655992791j),(327.58674228860036+509.96728181696704j),(101.70501782134446+391.6441349316742j)
(6.88135593220339+0j),(83.16444197693669+338.28680241621163j),0j,(-28.606767933458805-60.881498650918154j),(334.8594964788512+514.007423749694j),(111.77120991039537+399.16830106712933j)
(7.186440677966102+0j),(93.00357411923292+346.51637999377544j),0j,(-28.242328298127703-59.6293824685523j),(341.6418662588522+517.6777404298545j),(121.24590241736054+406.1457624623285j)
(7.491525423728814+0j),(102.27828532641111+354.1603987721758j),0j,(-27.903836523182814-58.47057504070912j),(347.9857061761057+521.0239651394163j),(130.18212184959407+412.6309738128851j)
(7.796610169491526+0j),(111.03868011396662+361.27776761178285j),0j,(-27.588252009093285-57.394164283749866j),(353.9355879319991+524.0846750042522j),(138.62693212306002+418.67193189553234j)
(8.101694915254239+0j),(119.32915722709838+367.920042305523j),0j,(-27.293013232319506-56.390925725806845j),(359.53005244227796+526.8926295228944j),(146.62217045941784+424.31096803133033j)
(8.40677966101695+0j),(127.18915718578691+374.1324652127837j),0j,(-27.015944959543305-55.45300383109156j),(364.80261088496985+529.4758211528673j),(154.20510214533024+429.5854690438755j)
(8.711864406779661+0j),(134.65380867638984+379.95485363878555j),0j,(-26.75518646493102-54.57366347155853j),(369.78255156306136+531.8583072880672j),(161.408995141321+434.52851711034424j)
(9.016949152542374+0j),(141.75448498649808+385.4223554340708j),0j,(-26.509135369631604-53.74709408190873j),(374.49559520966193+534.060874641388j),(168.2636203561295+439.16944951598015j)
(9.322033898305085+0j),(148.51928204650858+390.5660903978408j),0j,(-26.276403248679653-52.96825384839697j),(378.9644310131725+536.1015739588483j),(174.79568529518772+443.53434424623754j)
(9.627118644067796+0j),(154.97342896114995+395.4136946162255j),0j,(-26.055780205076697-52.232744649496j),(383.2091580221337+537.996153539774j),(181.029209166227+447.6464392657226j)
(9.932203389830509+0j),(161.1396408012788+399.9897828397927j),0j,(-25.84620635072044-51.53671085553995j),(387.24765093013536+539.7584131407981j),(186.98584715199945+451.5264936953325j)
(10.237288135593221+0j),(167.0384221958013+404.3163418883796j),0j,(-25.646748660213735-50.87675681162334j),(391.0958649992455+541.4004947594534j),(192.68517085601533+455.1930987000027j)
(10.542372881355933+0j),(172.68832907053027+408.4130660891565j),0j,(-25.456582042889174-50.24987907727883j),(394.76809167346266+542.9331230132532j),(198.14491111341934+458.6629451664351j)
(10.847457627118645+0j),(178.10619479428345+412.29764399399505j),0j,(-25.27497375499876-49.65341041553699j),(398.2771739894772+544.3658049937086j),(203.38116854928248+461.95105440953165j)
(11.152542372881356+0j),(183.3073260366802+415.98600410620116j),0j,(-25.101270477994188-49.084973207288016j),(401.6346890145679+545.7069973282923j),(208.40859651467443+465.07097731349023j)
(11.45762711864407+0j),(188.30567281842517+419.49252606357214j),0j,(-24.934887540808585-48.542440479863885j),(404.8511030886282+546.9642465460103j),(213.2405603592335+468.03496654343644j)
(11.76271186440678+0j),(193.11397653387033+422.83022265038596j),0j,(-24.77529987839468-48.023903127445024j),(407.9359045152039+548.1443075838474j),(217.88927641226516+470.85412577783137j)
(12.067796610169491+0j),(197.74389913379673+426.01089711710836j),0j,(-24.622034405586096-47.52764219791647j),(410.89771745817416+549.2532442969884j),(222.36593353938235+473.53853931502476j)
(12.372881355932204+0j),(202.2061361588313+429.0452795455795j),0j,(-24.474663551824488-47.05210534963144j),(413.7444000994453+550.2965150763158j),(226.6807997106562+476.09738489521226j)
