0.074799289,0.001299787,8.75,3.87,0.436577599,"""UU"""
0.074874289,0.002300174,15.5,1.46,0.193132079,"""UU"""
0.074979846,0.003704735,25,0.55,0.106301458,"""UU"""
0.075313182,0.008114344,55,0.16,0.036055513,"""UU"""
0.022601556,0.00491613,10,2.23,0.219544984,"""UU"""
0.054546313,0.002037025,10,2.92,0.313847097,"""UU"""
0.090102216,0.001233179,10,3.63,0.456508488,"""UU"""
0.134547095,0.000825824,10,3.71,0.675425792,"""UU"""
0.18788095,0.000591397,10,4.37,1.305986217,"""UU"""
0.022579334,0.003936775,8,3.06,0.308058436,"""UU"""
0.05452409,0.001630284,8,3.54,0.446878059,"""UU"""
0.090079993,0.000986787,8,4.93,0.65,"""UU"""
0.134524872,0.000660768,8,5.16,0.898721314,"""UU"""
0.187858727,0.000473173,8,5.62,1.792121648,"""UU"""
0.022662668,0.007599454,15.5,0.98,0.106301458,"""UU"""
0.054607424,0.003153855,15.5,1.46,0.169705627,"""UU"""
0.090163328,0.001910133,15.5,1.41,0.233452351,"""UU"""
0.134608207,0.001279446,15.5,1.66,0.362353419,"""UU"""
0.187942061,0.000916367,15.5,2,0.598163857,"""UU"""
0.022768224,0.012200358,25,0.31,0.12083046,"""UU"""
0.054712981,0.005077049,25,0.52,0.1,"""UU"""
0.090268884,0.003077256,25,0.81,0.158113883,"""UU"""
0.134713763,0.002062005,25,0.63,0.226715681,"""UU"""
0.188047618,0.001477182,25,0.8,0.389486842,"""UU"""
