0.120205288,0.000300415,3.25,21.28,1.625423022,"""UU"""
0.120252511,0.000692993,7.5,5.87,0.516139516,"""UU"""
0.120308067,0.001154455,12.5,3.27,0.366742416,"""UU"""
0.120391401,0.001845849,20,1.23,0.224722051,"""UU"""
0.120530291,0.002996049,32.5,0.55,0.184390889,"""UU"""
0.120946962,0.006430797,70,0.16,0.072801099,"""UU"""
0.027803829,0.001278813,3.2,14.47,1.37,"""UU"""
0.054470756,0.000652752,3.2,20.38,2.534758371,"""UU"""
0.09002666,0.000394949,3.2,17.95,1.639329131,"""UU"""
0.134471539,0.000264412,3.2,20.65,1.712658752,"""UU"""
0.187805393,0.000189323,3.2,26.42,2.039607805,"""UU"""
0.266972834,0.000133182,3.2,27.6,5.014299552,"""UU"""
0.03064219,0.000870268,2.4,27.06,5.600892786,"""UU"""
0.066753654,0.000399483,2.4,22.36,4.607830292,"""UU"""
0.116754143,0.000228402,2.4,26.49,2.376068181,"""UU"""
0.180643657,0.000147622,2.4,35.94,3.238672568,"""UU"""
0.266963945,9.98896E-05,2.4,35.72,9.936850608,"""UU"""
0.267006168,0.000258007,6.2,16.93,2.804442904,"""UU"""
0.267047279,0.000411916,9.9,6.15,1.746138597,"""UU"""
0.26713728,0.000748686,18,2.21,0.839523674,"""UU"""
